NAME,fulldate,BHRET3,Obs,rMVOP,rMVMP
Buy.com ,20000207,-99.315,1956,2190.86,4235.1
Landacorp ,20000208,-95.13,1957,172.495,274.957
Fastnet Corp,20000208,-98.86,1958,234.728,325.294
Vicinity Corp,20000208,-93.305,1959,597.952,1714.72
XCarenet ,20000209,-93.558,1960,360.994,626.73
Witness Systems ,20000209,-92.09,1961,554.468,1110.6
Delano Technology Corp,20000209,-99.743,1962,685.321,1922.71
Cypress Communications Corp,20000209,-98.301,1963,1017.32,1226.76
Organic ,20000209,-99.194,1964,2058.17,4110.16
Precis Smart Card Systems ,20000210,-51.186,1965,17.226,21.1736
Pets.com ,20000210,-98.88,1966,378.857,378.857
Lightspan Partnership ,20000210,-92.815,1967,670.53,754.35
Lante Corp,20000210,-98.041,1968,1007.2,2766.78
webMethods ,20000210,-94.925,1969,1479.28,8986.81
VIA NET.WORKS ,20000211,-98.655,1970,1447.53,3433.41
Flag Telecom Holdings Ltd,20000211,-99.769,1971,4145.08,5613.12
Sunhawk.com Corp,20000214,-93.793,1972,43.8323,67.5749
Vantagemed Corp,20000215,-97.416,1973,134.66,112.89
VarsityBooks.com ,20000215,-97.785,1974,203.711,201.266
LendingTree ,20000215,-38.71,1975,269.587,404.38
Chordiant Software ,20000215,-97.211,1976,812.637,1780.58
Eloquent ,20000216,-99.054,1977,353.227,706.45
Apropos Technology ,20000217,-97.28,1978,394.705,825.292
Inforte Corp,20000217,-90.84,1979,489.469,1115.68
Gigamedia Ltd,20000217,-96.692,1980,1720.53,5607.64
Digitalthink ,20000224,-92.042,1981,601.686,1246.35
Avenue A ,20000228,-94.352,1982,1743.68,5231.04
Niku Corp,20000228,-99.42,1983,2162.46,6217.07
net.Genesis Corp,20000229,-97.01,1984,480.605,1516.84
Onvia.com ,20000229,-98.852,1985,2179.08,6381.59
MatrixOne ,20000301,-95.136,1986,1244.9,3675.46
Prime Response ,20000302,-91.17,1987,465.76,617.91
Register.com ,20000302,-90.176,1988,963.37,2298.04
AsiaInfo Holdings ,20000302,-96.189,1989,1174,4870.14
UTStarcom ,20000302,-72.711,1990,2097.82,7940.25
Versata ,20000303,-99.846,1991,1189.16,4595.6
Net 2000 Communications ,20000306,-99.442,1992,909.92,1595.1
iprint.com ,20000307,-99.87,1993,377.223,594.127
FirstWorld Communications ,20000307,-99.517,1994,1092.53,1606.66
GT Group Telecom ,20000309,-99.74,1995,750.856,1263.69
Selectica ,20000309,-98.009,1996,1352.87,6368.85
HomeGrocer.com,20000309,-70.439,1997,1954.56,2300.68
OTG Software ,20000310,-87.466,1998,631.677,1868.1
RADVision Ltd,20000313,-88.76,1999,470.546,1316.12
FairMarket ,20000313,-96.86,2000,589.145,1680.8
ImproveNet ,20000315,-96.683,2001,344.082,303.867
Loudeye Technologies ,20000315,-99.375,2002,722.344,1805.86
PSi Technologies ,20000316,-93.85,2003,266.533,351.99
Universal Access ,20000316,-99.619,2004,1567.73,4143.29
Integrated Information Systems,20000317,-98.81,2005,392.498,547.928
Netpliance ,20000317,-97.678,2006,1419.64,1739.85
Caldera Systems ,20000321,-97.953,2007,698.225,1468.27
Aclara Biosciences ,20000321,-93.463,2008,854.296,1307.07
BreezeCOM ,20000322,-94.853,2009,150.075,298.724
Blaze Software ,20000322,-53.85,2010,445.141,772.04
Silicon Laboratories ,20000323,-59.481,2011,1884.31,4217.21
ETINUUM INC,20000324,-98.788,2012,284.01,293.003
Eprise Corp,20000324,-93.94,2013,449.109,756
e Machines ,20000324,-95.394,2014,1699.38,1557.77
Moldflow Corp,20000327,-58.263,2015,154.059,180.723
Websense ,20000327,-68.44,2016,455.589,1208.58
ARTISTdirect ,20000327,-97.88,2017,584.055,458
Telocity Delaware ,20000328,-84.134,2018,1312.31,1449.01
ArrowPoint Communications ,20000330,13.451,2019,1518.25,5290.66
Oratec Interventions ,20000404,-50.578,2020,374.371,685.37
Vyyo ,20000404,-96.14,2021,593.657,890.49
LivePerson ,20000406,-90.068,2022,306.143,363.544
i3 Mobile ,20000406,-98.72,2023,448.649,701.01
Saba Software ,20000406,-97.51,2024,825.556,1816.22
GoAmerica ,20000406,-98.351,2025,984.22,984.22
Numerical Technologies ,20000407,-80.373,2026,531.2,1349.25
Opus360 Corp,20000407,-98.56,2027,649.642,812.05
Nova Measuring Instruments,20000410,-89.624,2028,349.038,425.438
HealthStream ,20000411,-87.06,2029,228.828,216.115
Asiacontent.com Ltd,20000411,-98.783,2030,641.916,504.36
Corillian Corp,20000412,-90.353,2031,308.251,327.517
Nuance Communications ,20000412,-93.658,2032,609.333,1216.52
Sina.com,20000412,-56.389,2033,884.248,1076.18
PEC Solutions ,20000419,42.418,2034,309.429,293.143
Metawave Communications,20000426,-99.918,2035,432.733,651.98
Software Technologies Corp,20000427,-86.839,2036,1065.9,1588.19
Sequoia Software Corp,20000512,-44.248,2037,283.707,356.762
iBeam Broadcasting Corp,20000517,-99.809,2038,1385.23,1939.32
New Focus ,20000517,-93.423,2039,1522.75,3883.02
Nogatech ,20000518,-21.6,2040,230.75,180.947
Pixelworks ,20000518,-35.94,2041,463.327,504.56
coolsavings.com inc,20000519,-97.65,2042,353.324,279.13
Centillium Communications ,20000523,-61.818,2043,815.359,981.86
Sonus Networks ,20000524,-76,2044,1831.31,4020.91
Stanford Microdevices ,20000525,-89.59,2045,401.319,514.357
ONI Systems Corp,20000531,-96.523,2046,4041.49,13346.61
CrossWorlds Software ,20000601,-54.173,2047,325.78,330.015
Exult ,20000602,-31,2048,1103.12,1103.12
Ubiquitel ,20000607,-81.92,2049,650.036,624.85
Take To Auction.com ,20000612,-97.53,2050,76.212,80.975
August Technology Corp,20000614,-65.498,2051,196.439,248.659
Handspring ,20000620,-95.939,2052,3269.13,4403.52
Cepheid,20000621,-48.889,2053,199.782,299.674
Clicksoftware Ltd,20000622,-84.14,2054,228.192,228.192
Accelerated Networks ,20000622,-99.666,2055,973.6,3115.53
Click Commerce ,20000626,-95.8,2056,486.517,857.73
Marvell Technology Group Ltd,20000626,-40.967,2057,1614.72,6096.11
BusyBox.com ,20000627,-95.69,2058,56.8328,63.198
CareScience ,20000628,-91.969,2059,199.775,166.812
Accord Networks Ltd,20000628,-26.391,2060,285.406,231.957
Virage ,20000628,-94.998,2061,312.939,480.219
Precise Software Solutions Ltd,20000629,-19.84,2062,442.531,663.8
Exfo Electro Optical,20000629,-93.917,2063,1550.85,2617.35
Storagenetworks ,20000629,-98.56,2064,3203.18,10706.92
Mobility Electronics ,20000630,-68.846,2065,200.933,217.678
Divine Interventures ,20000711,-99.985,2066,1614.32,1574.86
Sohu.com ,20000712,214,2067,529.715,529.72
Triton Network Systems ,20000712,-98.273,2068,662.242,1697.11
Sunrise Telecom ,20000712,-94.535,2069,970.49,2608.03
I Many ,20000713,-87.344,2070,361.617,501.44
Network Engines ,20000713,-85.759,2071,730.419,1246.01
Omnivision Technologies ,20000714,14.676,2072,360.371,942.51
Transgenomic ,20000718,-92.375,2073,348.533,557.653
Support.com ,20000718,-79.152,2074,614.329,1431.82
Vascular Solutions ,20000719,-74.891,2075,196.611,265.261
Talarian Corp,20000720,-80.03,2076,397.868,565.719
SMTC Corp,20000720,-97.183,2077,543.172,861.61
Corio ,20000720,-91.22,2078,879.554,1237.03
Evoke Communications ,20000724,-67.18,2079,487.913,495.84
Blue Martini Software ,20000724,-98.898,2080,1766.94,4839.66
Interland ,20000725,-88.476,2081,730.508,544.23
Rita Medical Systems ,20000727,-80.94,2082,215.168,247.623
ValiCert ,20000727,-92.023,2083,285.156,338.765
Mainspring ,20000727,-72.192,2084,294.157,350.856
Illumina ,20000727,-91.275,2085,652.667,1597.81
Webex Communications ,20000727,-49.818,2086,660.004,1558.55
Lexent ,20000727,-94.652,2087,780.945,1330.73
Avici Systems ,20000727,-98.385,2088,1862.47,5812.7
Corvis Corp,20000727,-98.363,2089,15628.04,36777.98
Camtek Ltd,20000728,-78.667,2090,199.691,171.164
Virage Logic Corp,20000731,-28.29,2091,295.003,305.82
Convergent Group Corp,20000731,12.61,2092,396.569,396.569
Tripath Technology ,20000801,-87.389,2093,338.139,340.167
Floware Wireless Systems Ltd,20000801,-79.204,2094,532.701,743.32
eRoom System Technologies ,20000802,-97.2,2095,59.5472,56.1575
Opnet Technologies ,20000802,-40.973,2096,295.429,420.417
SignalSoft Corp,20000802,-89.66,2097,506.284,651.62
ScreamingMedia ,20000802,-78.16,2098,586.076,512.82
iAsia Works ,20000802,-99.657,2099,666.08,486.75
Resonate ,20000802,-94.575,2100,719.82,1238.43
Innovative Solns & Support ,20000803,-40.63,2101,174.011,192.836
Ceragon Networks Ltd,20000804,-82.667,2102,437.045,578.44
Lantronix ,20000804,-89.75,2103,466.459,373.17
Microtune ,20000804,-90.407,2104,785.506,1479.21
Bruker Daltonics ,20000804,-76.798,2105,899.15,1594.94
Advanced Power Technology ,20000807,-57.12,2106,154.897,175.55
Pemstar ,20000807,-81.16,2107,386.566,474.422
Repeater Technologies ,20000808,-99.88,2108,266.224,502.867
Mind C.T.I. Ltd,20000808,-61.4,2109,277.965,277.965
TeleCommunications Systems ,20000808,-88.4,2110,512.474,753.64
RadView Software Ltd,20000809,-96.01,2111,214.02,193.26
Pharsight Corp,20000809,-96.69,2112,231.533,209.769
Tvia ,20000809,-88,2113,309.609,309.609
Evolve Software ,20000809,-99.996,2114,429.338,858.68
Quintalinux Ltd,20000810,-98.92,2115,99.18,91.494
Vina Technologies ,20000810,-98,2116,524.876,590.49
Equinix ,20000810,-98.387,2117,1155.29,1264.07
SynQuest ,20000814,-99.118,2118,253.862,253.862
O2Wireless Solutions ,20000816,-99.327,2119,347.276,387.213
PeoplePC ,20000816,-99.758,2120,1477.64,1312.14
PECO II ,20000817,-96.31,2121,388.329,595.438
Avistar Communications Corp,20000817,-92.64,2122,392.549,306.843
Integrated Telecom Express ,20000817,-94.106,2123,969.88,1340.59
ServiceWare Technologies ,20000825,-97.14,2124,233.299,291.623
ViryaNet LTD,20000919,-96.69,2125,223.802,225.481
OmniSky Corp,20000920,-99.38,2126,1019.67,1498.91
Curon Medical ,20000921,-85.78,2127,267.879,292.231
Cosine Communications ,20000925,-98.938,2128,3005.73,8240.93
AvantGo ,20000926,-94.913,2129,522.23,870.38
@Road ,20000928,73.269,2130,532.366,425.3
Vastera ,20000928,-69.2,2131,629.548,775.69
Genomica Corp,20000929,-76.849,2132,520.422,532.47
Docent ,20000929,-93.26,2133,571.487,951.27
Advanced Switching Communic,20001004,-93.507,2134,804.846,965.81
Oplink Communications ,20001004,-92.565,2135,3611.89,6748.22
Synplicity ,20001012,-48.13,2136,245.288,348.922
EndWave Corp,20001017,-89.96,2137,594.561,597.11
IXIA Communications,20001017,-44.871,2138,897.65,1415.53
Evergreen Solar ,20001101,-85.912,2139,202.03,274.183
Transmeta Corp,20001106,-91.39,2140,3501.07,7543.97
Go2pharmacy.com ,20001109,-34.76,2141,72.0923,66.371
Computer Access Technology,20001110,-72.47,2142,287.862,370.383
AeroGen ,20001110,-96.983,2143,303.444,303.444
Novatel Wireless ,20001115,-95.993,2144,544.07,612.08
iMagicTV,20001120,-85.985,2145,353.133,288.93
Alliance Fiber Optic Products,20001120,-82.81,2146,498.219,458.81
Garmin Ltd,20001208,168.627,2147,1971.33,2816.19
Loudcloud ,20010308,28.05,2148,552.944,567.69
Verisity Ltd,20010322,12.762,2149,159.124,179.129
Simplex Solutions ,20010502,-34.53,2150,217.579,384.389
Tellium ,20010517,-91.925,2151,2062.38,2877.7
Multilink Technology Corp,20010620,-96.706,2152,739.542,919.5
Monolithic System Technology,20010628,-34.492,2153,373.06,418.57
Natus Medical ,20010720,-61.322,2154,205.301,269.69
PDF Solutions ,20010726,-40.068,2155,335.237,423.237
HPL Technologies ,20010731,5.618,2156,329.732,400.175
OmniCell ,20010807,46.688,2157,182.134,247.443
TheraSense ,20011012,8.186,2158,910.43,1194.1
LogicVision ,20011031,-79.501,2159,159.912,170.75
Diversified Security Solutions,20011115,-35.61,2160,39.627,46.0805
Bam Entertainment ,20011115,-98.393,2161,137.665,149.883
Magma Design Automation ,20011120,-28.12,2162,471.649,688.97
NetScreen Technologies ,20011211,48.097,2163,1449.54,2148.94
Nassda Corp,20011212,-56.155,2164,328.653,461.607
Bruker AXS ,20011214,-47.985,2165,437.731,437.73
Synaptics ,20020128,170.018,2166,311.498,371.249
Paypal ,20020214,-0.388,2167,966.83,1494.12
Kyphon ,20020517,50.792,2168,664.601,755.43
Computer Programs & Systems,20020521,95.34,2169,215.104,236.223
Netflix.com ,20020523,85.67,2170,384.031,428.835
SRA International ,20020524,199.25,2171,445.219,561.47
Overstock.com,20020530,198.93,2172,230.944,231.477
Plumtree Software ,20020604,-45.882,2173,308.893,308.893
Printcafe Software ,20020618,-67.125,2174,131.696,105.357
CTI Molecular Imaging ,20020620,3.666,2175,862.673,989.54
Healthetech ,20020712,-96.974,2176,181.411,183.83
Impac Medical Systems,20021119,37.88,2177,171.273,202.33
FormFactor ,20030611,113.94,2178,566.188,710.97
InterVideo ,20030716,-45.952,2179,201.868,269.494
Ipass ,20030723,-74.865,2180,993.24,1324.55
Sigmatel ,20030918,-76.196,2181,606.994,801.23
RedEnvelope ,20030924,-41.643,2182,144.313,149.982
Tessera Technologies ,20031112,103.19,2183,596.097,848.29
Callidus Software ,20031119,-63.94,2184,381.576,473.427
Open Solutions ,20031125,100.743,2185,340.502,373.751
Synnex Information Tech ,20031125,65.7,2186,451.089,441.76
Provide Commerce ,20031217,159.46,2187,206.543,179.004
Orbitz ,20031217,10.128,2188,1262.23,1212.71
Kintera ,20031219,-87.57,2189,189.261,278.484
Atheros Communications ,20040211,48.755,2190,756.594,951.15
Cutera ,20040330,158.55,2191,167.925,167.925
Marchex ,20040330,72.84,2192,187.641,254.037
Immunicon Corp,20040416,-70.32,2193,208.636,247.755
SiRF Technology Holdings ,20040421,71.403,2194,625.58,797.62
Nuvasive,20040512,124.015,2195,305.303,316.405
Animas Corp,20040519,36.108,2196,324.775,389.73
Blue Nile ,20040519,86.868,2197,422.678,585.56
PowerDsine Ltd,20040609,-8.563,2198,254.519,266.47
Digirad Corp,20040609,-62.825,2199,256.81,251.888
Leadis Technology ,20040615,-73.32,2200,456.35,427.01
Blackboard ,20040617,102.689,2201,417.665,596.96
SalesForce.com ,20040622,137.84,2202,1324.34,2070.79
Motive ,20040624,-69.715,2203,299.093,303.579
Netlogic Microsystems,20040708,187.04,2204,268.267,257.313
Phase Forward ,20040714,78.017,2205,310.213,386.732
Neurometrix ,20040722,-4.47,2206,110.035,110.723
Kanbay International ,20040722,90.79,2207,500.189,584.84
Volterra Semiconductor Corp,20040728,37.88,2208,219.328,226.182
RightNow Technologies ,20040805,78.43,2209,237.089,238.782
Syneron Medical Ltd,20040805,115.338,2210,313.068,280.457
Stereotaxis ,20040811,77.326,2211,253.761,248.052
Google ,20040819,398.37,2212,27706.9,32703.92
Nephros ,20040920,-86.05,2213,86.4783,84.316
Cogent ,20040923,-16.503,2214,1112.9,1667.5
WebSideStory ,20040927,61.456,2215,151.143,168.035
JAMDAT Mobile ,20040928,20.424,2216,375.724,528.6
Ness Technologies ,20040929,-13.33,2217,442.622,464.75
IntraLase Corp,20041006,52.21,2218,393.072,491.339
Gurunet Corp,20041013,66.208,2219,27.1568,27.6456
PlanetOut ,20041013,-88.078,2220,176.363,203.797
Interchange Corp,20041018,-11.88,2221,55.5786,53.1471
VNUS Medical Technologies ,20041020,4.056,2222,255.647,256.329
Telvent SA,20041021,179.211,2223,307.119,307.801
Shopping.com Ltd,20041025,-26.24,2224,595.254,952.41
FoxHollow Technologies ,20041027,31.738,2225,367.677,537.07
MarketAxess Holdings ,20041104,-9.145,2226,288.601,458.876
InPhonic ,20041116,-99.875,2227,728.334,920
PortalPlayer ,20041118,-48.27,2228,447.354,678.93
CABG Medical ,20041207,-75.6,2229,103.475,114.575
OccuLogix ,20041208,-98.92,2230,595.832,595.83
HouseValues ,20041209,-79.93,2231,442.558,464.39
Cascade Microtech ,20041214,-34.956,2232,180.343,177.122
Conor Medsystems ,20041214,152.34,2233,480.79,490.41
ARBINET THEXCHANGE INC,20041216,-79.62,2234,503.146,833.79
OptionsXpress  Holdings ,20050126,43.906,2235,1171.92,1441.82
Emageon ,20050209,-80.602,2236,294.789,339.008
Fusion Telecommunications,20050211,-93.423,2237,65.8036,59.172
Odimo ,20050214,-92.09,2238,74.449,72.381
Dolby Laboratories ,20050216,88.32,2239,2109.92,2848.39
BofI Holding ,20050314,-52.04,2240,110.245,110.245
Dexcom ,20050413,-51.058,2241,349.092,341.53
Micrus Endovascular Corp,20050616,21.16,2242,173.944,174.102
ev3 ,20050616,-27.562,2243,790.875,799.35
HemoSense ,20050628,217.94,2244,60.5647,60.785
CryoCor ,20050713,-87.621,2245,134.648,133.056
Hittite Microwave Corp,20050721,82.841,2246,547.502,624.8
Unica Corp,20050802,-23.67,2247,212.843,249.24
Advanced Analogic Technologies,20050803,-66.13,2248,473.111,561.58
AtriCure ,20050805,-25.92,2249,164.962,193.555
Ikanos Communications ,20050921,-85.122,2250,329.813,357.297
Taleo Corp,20050928,42.316,2251,352.964,342.88
VistaPrint Limited,20050929,110.35,2252,550.228,699.25
NCI ,20051020,93.144,2253,144.668,167.677
Mathstar ,20051026,-97.254,2254,108.836,107.022
NxStage Medical ,20051027,-63.95,2255,233.218,274.264
Electro-Optical Sciences ,20051028,-67.06,2256,60.7126,93.6188
Website Pros ,20051101,-50.36,2257,190.517,190.708
Cbeyond Communications ,20051101,1.371,2258,354.58,354.58
Saifun Semiconductors Ltd,20051108,-78.726,2259,777.985,1168.63
Vocus,20051206,104,2260,153.628,170.697
Cynosure,20051208,-52.544,2261,177.458,223.952
DealerTrack Holdings,20051212,-39.334,2262,664.625,752.59
Scopus Video Networks,20051213,-51.657,2263,105.938,109.57
Traffic.com ,20060125,-37.86,2264,257.414,260.632
IncrediMail Ltd,20060130,-69.495,2265,78.1089,88.628
Digital Music Group ,20060202,-93.297,2266,93.1574,88.38
Cardica ,20060202,-66.925,2267,104.978,108.653
NightHawk Radiology Holdings,20060208,-80.663,2268,529.903,683.91
Liquidity Services ,20060222,-57.808,2269,303.636,373.169
Nextest Systems Corp,20060321,17.482,2270,262.66,320.821
Visicu ,20060404,-51.34,2271,553.047,856.53
Northstar Neuroscience ,20060504,-88.43,2272,402.96,445.942
Vonage Hldgs Corp,20060523,-97.105,2273,2941.31,2569.32
Luna Innovations ,20060602,-92,2274,64.8868,65.968
LoopNet ,20060606,-45.23,2275,463.314,579.14
Volcano Corp,20060614,54.507,2276,283.589,311.948
Synchronoss Technologies ,20060615,44.63,2277,274.835,304.036
Omniture ,20060627,102.374,2278,325.733,327.236
Home Diagnostics ,20060920,-49.63,2279,234.39,246.305
Riverbed Technology ,20060920,46.408,2280,701.54,1100.88
DivX ,20060921,-69.15,2281,594.269,694.55
Shutterfly ,20060928,10.54,2282,393.477,407.905
EHealth ,20061012,-37.653,2283,325.841,532.982
Acme Packet ,20061012,-36.369,2284,598.514,1002.35
Optium Corp,20061026,-54.51,2285,476.477,533.65
RRSat Global Communications,20061031,-21.9,2286,231.532,278.395
ORBCOMM ,20061102,-70.07,2287,443.671,312.59
Canadian Solar ,20061108,6.86,2288,454.455,473.54
Capella Education Co,20061109,181.768,2289,341.433,428.669
Allot Communications ,20061115,-70.06,2290,278.505,320.513
Netlist,20061130,-28.889,2291,151.994,173.707
Guidance Software,20061213,-66.074,2292,281.85,372.041
Double-Take Software,20061215,-22.2,2293,250.567,288.38
Isilon Systems,20061215,-71.645,2294,873.7,1586.1
Oculus Innovative Sciences ,20070126,-76.3,2295,99.434,98.067
Xtent ,20070131,-97.31,2296,396.833,408.738
Cellcom Israel Ltd,20070205,120.14,2297,2121.6,2072.8
Mellanox Technologies Ltd,20070207,-10.291,2298,534.534,628.86
Switch And Data ,20070207,-8.516,2299,625.294,698.86
Accuray ,20070207,-76.828,2300,1022.52,1617.29
US Auto Parts Networks ,20070208,-54.183,2301,324.583,386.254
Salary.com ,20070215,-80.8,2302,171.531,204.204
Clearwire Corp,20070307,-70.473,2303,4404.28,4337.33
Sourcefire ,20070308,73.04,2304,377.22,389.543
Bigband Networks ,20070314,-80.614,2305,807.891,1056.47
Glu Mobile ,20070321,-91.864,2306,355.816,380.26
Aruba Networks ,20070326,-9.142,2307,899.29,1156.81
SenoRx ,20070328,-14.37,2308,130.395,133.329
GSI Technology ,20070328,-11.41,2309,164.763,158.472
Super Micro Computer ,20070329,94.64,2310,249.135,272.802
Veraz Networks ,20070404,-86.49,2311,349.074,340.347
MetroPCS Communications ,20070418,-72.814,2312,8664.51,10322.07
Cavium Networks ,20070501,69.23,2313,566.34,690.1
Qiao Xing Mobile Commun,20070502,-76.39,2314,685.44,646.03
Tomotherapy Incorporated,20070508,-83.929,2315,1007.72,1202.37
Insulet Corp,20070514,-5.314,2316,418.331,445.1
TechTarget ,20070516,-62.49,2317,552.465,628.53
Helicos BioSciences Corp,20070523,-94.71,2318,200.932,189.099
Starent Networks Corp,20070605,147.483,2319,814.916,948.02
Infinera Corp,20070606,-67.91,2320,1175.89,1782.83
AuthenTec ,20070626,-73.757,2321,311.168,282.88
Comscore ,20070626,-21.21,2322,491.616,699.29
Data Domain ,20070626,35.605,2323,844.935,1405.41
Pros Holdings ,20070627,-44.239,2324,308.631,360.537
Bridgeline Software ,20070628,-79.22,2325,39.5869,39.5869
Dice Holdings ,20070717,-47.842,2326,876.376,903.34
Netezza Corp,20070718,-21.182,2327,726.318,1052.56
Airvana ,20070719,5.31,2328,482.626,494.35
BladeLogic ,20070724,12.15,2329,479.139,706.59
Voltaire Ltd,20070725,-48.088,2330,200.55,185.62
Virtusa Corp,20070802,-15.815,2331,347.701,294.552
HireRight ,20070807,36.176,2332,183.143,179.846
DemandTec ,20070808,-27.382,2333,313.43,266.131
Mercadolibre ,20070809,137.921,2334,858.465,1359.24
athenahealth ,20070919,-19.631,2335,618.854,1220.52
Constant Contact ,20071002,-23.19,2336,471.496,814.51
Compellent Technologies ,20071009,-28.766,2337,435.808,780.9
Trans1 ,20071016,-89.679,2338,306.441,490.305
Power Med Interventions ,20071025,-95.443,2339,197.819,212.026
012 Smile.Communications Ltd,20071030,167.227,2340,326.988,326.988
SoundBite Communications ,20071101,-65.711,2341,130.508,130.345
Neutral Tandem ,20071101,-29.05,2342,450.41,652.45
BioForm Medical ,20071106,-38.08,2343,388.164,414.85
ICx Technologies ,20071107,-40.89,2344,582.681,474.88
EnteroMedics ,20071114,-96.036,2345,141.954,141.954
Virtual Radiologic Corp,20071114,-18.277,2346,303.316,370.224
Rubicon Technology ,20071115,20.551,2347,293.064,366.33
3PAR ,20071115,110.357,2348,914.16,1028.43
Internet Brands ,20071116,66.125,2349,363.548,363.55
SuccessFactors ,20071119,123.758,2350,541.215,717.11
Entropic Communications ,20071206,36.46,2351,441.391,544.38
K12 ,20071212,9.586,2352,532.841,726.74
Intellon Corp,20071213,7.131,2353,195.481,219.916
Memsic ,20071213,-67.95,2354,246.062,246.062
NetSuite ,20071219,-29.305,2355,1683.45,2298.55
RiskMetrics Group ,20080124,-9.777,2356,1055.01,1431.8
ArcSight ,20080214,395.672,2357,290.443,283.343
CardioNet ,20080318,-75.184,2358,432.628,425.42
Rackspace Hosting ,20080807,265.927,2359,1505.11,1205.3
Ancestry.com,20091105,56.97183099,2360,597.055,628.01
The Active Network ,20110525,-18.11320755,2361,794.745,862.56
Angie's List ,20111116,-16.7896679,2362,722.735,903.97
Alpha & Omega Semiconductor Lt,20100429,-44.85875706,2363,403.936,397.204
HomeAway ,20110628,-34.46903755,2364,2155.41,3209.96
Brightcove ,20120217,4.265734266,2365,290.125,377.163
Infoblox ,20120419,-11.50234742,2366,704.018,937.22
BroadSoft ,20100616,242.5301205,2367,226.021,208.442
Bazaarvoice ,20120223,-3.149606299,2368,682.274,938.7
Calix ,20100324,-48.87417219,2369,479.424,556.87
Carbonite ,20110810,-26.39676113,2370,240,312
Convio ,20100429,56.25,2371,148.864,169.375
Cornerstone OnDemand ,20110316,7.026743576,2372,606.268,851.11
Demand Media ,20110125,-58.39816934,2373,1393.41,1790.94
Demandware ,20120314,21.23781263,2374,461.168,679.93
Ellie Mae ,20110414,126.4401773,2375,122.4,136.068
Enphase Energy ,20120329,13.35149864,2376,235.745,288.395
Envestnet ,20100728,11.53470186,2377,281.589,320.073
Envivio,20120425,-4.416961131,2378,239.92,226.324
Epocrates ,20110201,-64.38979964,2379,356.512,498.67
ExactTarget ,20120321,-2.947033055,2380,1225.06,1619.01
FriendFinder Networks ,20110510,-85.35031847,2381,267.25,209.791
Fusion-io ,20110608,-7.466666667,2382,1478.37,1750.7
Fluidigm Corp,20110209,-0.142653352,2383,256.176,266.044
Fabrinet,20100624,8.744186047,2384,342.839,368.552
Fortinet ,20091118,191.576414,2385,839.537,1116.25
Groupon ,20111103,-50.01914975,2386,12756.07,16563.75
Greenway Medical Tech ,20120201,14.61538462,2387,274.581,356.955
Guidewire Software ,20120124,51.28504673,2388,652.866,859.77
Intermolecular ,20111117,-27.05263158,2389,421.33,400.26
Imperva ,20111108,28.91666667,2390,397.836,530.448
InvenSense ,20111115,26.62921348,2391,594.923,705.97
InterXion Holding NV,20110127,31.52173913,2392,843.635,915.02
Inphi Corp,20101110,-45.61740243,2393,293.205,373.837
Jive Software ,20111212,28.57142857,2394,708.792,888.94
Kips Bay Medical ,20110210,-84.2370744,2395,125.152,130.94
SemiLEDs Corp,20101208,-86.60714286,2396,455.929,690.87
LinkedIn Corp,20110518,20.4137931,2397,4305.36,8906.35
LogMeIn ,20090630,59.89010989,2398,356.84,446.5
Medidata Solutions ,20090624,64.52941176,2399,326.413,396.359
Meru Networks ,20100330,-91.75795514,2400,227.046,290.164
Responsys ,20110420,-27.20779221,2401,529.284,679.25
Millennial Media ,20120328,-54.24,2402,973.57,1872.25
MakeMyTrip Ltd,20100811,-38.07183365,2403,485.522,917.29
M/A-COM Technology Solutions,20120314,-26.03406326,2404,859.934,930.09
MaxLinear ,20100323,-77.00534759,2405,432.568,577.79
NeoPhotonics Corp,20110201,-67.9245283,2406,258.225,328.65
Higher One Holdings ,20100616,2.803083392,2407,671.426,798.44
OpenTable ,20090521,33.61198189,2408,450.68,718.61
Pandora Media ,20110614,-34.73019518,2409,2555.65,2117.99
Pacific Biosciences of CA ,20101026,-86.92214112,2410,814.637,837.04
Proofpoint ,20120419,0.071022727,2411,385.552,417.582
Qlik Technologies ,20100715,61.69088507,2412,761.573,974.81
QuinStreet ,20100210,-46.46666667,2413,684.474,684.47
RealD ,20100715,-44.50604839,2414,782.06,953.62
ReachLocal ,20100519,-40.52069426,2415,358.439,413.03
RigNet ,20101215,27.41035857,2416,177.333,185.46
RealPage ,20100811,25.96418733,2417,696.321,919.14
Skullcandy ,20110719,-36.9,2418,535.64,535.64
Splunk ,20120418,-12.7113867,2419,1573.01,3282.96
SciQuest ,20100924,20.6193969,2420,196.254,253.478
Sensata Tech Hldg NV,20100310,64.64864865,2421,3130.16,3217.1
SolarWinds ,20090519,227.2727273,2422,836.825,920.51
Synacor ,20120209,104.8638132,2423,127.915,134.311
Trunkbow Intl Hldgs Ltd,20110202,-71.51898734,2424,182.36,172.877
TeleNav ,20100513,-35.20408163,2425,332.224,406.974
Tangoe ,20110726,76.05150215,2426,313.96,365.763
Ubiquiti Networks ,20111013,19.42857143,2427,1346.1,1570.45
Vocera Communications ,20120327,19.59106039,2428,347.846,457.2
Vitacost.com ,20090923,-34.43983402,2429,344.04,343.466
Verisk Analytics ,20091006,79.94121969,2430,4144.05,5010.53
Boingo Wireless ,20110503,-14.7107438,2431,439.128,396.19
Yelp ,20120301,-12.12367779,2432,898.1,1471.68
